complaint_id,txn_id,user_id,merchant_id,transaction_timestamp,reported_timestamp,disputed_amount,reason_code,complaint_text,resolution_status,bank_response_timestamp,severity,channel,reporting_delay_hours,bank_response_delay_hours,fraud_unauthorized_flag,report_date
CBK0000921,TXN00009757,USR21384,6474,,,,incorrect amount,Merchant service was not delivered after payment.,REJECTED,,L,Branch,,,0,
CBK0002660,TXN00015268,USR84844,MCH9709,,,,delivery issue,Suspicious high-value payment disputed by customer.,Open,2026-04-20 10:49:25,P3,Email,,,0,
CBK0000513,TXN00003962,USR43455,MCH5580,,,12077.97,Wrong Amount,Complaint received after multiple failed attempts. urgent,Resolved,,P1,CHATBOT,,,0,
CBK0000969,TXN00014162,45011,MCH6383,,,,not delivered,payment made to unknown merchant as per customer statement.,In Progress,2026-03-19 11:52:22,Low,Branch,,,0,
CBK0000468,TXN00004108,USR22727,3160,,,,Fraud Suspected,User says UPI PIN was not entered by them.,RESOLVED,,HIGH,chatbot,,,1,
CBK0002014,TXN00016742,USR94725,MCH8212,,,,Fraud Suspected,Complaint received after multiple failed attempts.,Open,,LOW,Email,,,1,
CBK0000951,TXN00000025,USR43827,MCH5400,,,,delivery issue,Suspicious high-value payment disputed by customer. details missing,CLOSED,,L,App,,,0,
CBK0001507,TXN00014680,USR38336,MCH1475,,,,Wrong Amount,Payment made to unknown merchant as per customer statement.,REJECTED,,Low,chatbot,,,0,
CBK0000470,TXN00016736,USR95074,MCH2822,,,,Fraud Suspected,User claims account was compromised before transaction.,Rejected,,P3,CHATBOT,,,1,
CBK0000453,TXN00008829,USR76027,MCH5301,,,,Merchant Not Delivered,CUSTOMER COMPLAINT TEXT UNCLEAR DUE TO POOR CALL CENTER NOTES.,IN_PROGRESS,,P1,Branch,,,0,
CBK0000183,TXN00018275,USR61083,MCH2383,,,894.24,Wrong Amount,Suspicious high-value payment disputed by customer.,Rejected,,LOW,Call Center,,,0,
CBK0000309,TXN00008361,USR59660,MCH3485,,2026-02-23,5163.82,customer issue,User claims account was compromised before transaction.,OPEN,,P4,Email,,,0,2026-02-23
CBK0001243,TXN00018079,USR63150,MCH6850,2026-03-25,,,Duplicate Debit,Complaint received after multiple failed attempts.,Resolved,,P3,chatbot,,,0,
CBK0000692,TXN00005181,USR70317,MCH3740,,,1107.86,no service,Merchant service was not delivered after payment.,Open,,Low,chatbot,,,0,
CBK0000685,TXN00011648,USR24719,MCH5852,,2026-02-11,2218.94,charged twice,User claims account was compromised before transaction.,REJECTED,,Medium,Email,,,0,2026-02-11
CBK0000550,TXN00015783,USR50831,MCH8921,,,,account hacked,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,,P2,IVR,,,0,
CBK0000201,TXN00011466,USR99920,MCH9344,,,,UNAUTHORISED,User reports money deducted but merchant denies receiving payment.,IN_PROGRESS,,H,Email,,,1,
CBK0001657,TXN00002770,USR79332,MCH7033,,,,ATO,Customer says transaction was not authorized.,OPEN,,MEDIUM,Email,,,0,
CBK0002790,TXN00005364,USR44424,MCH3678,,,,not delivered,PAYMENT MADE TO UNKNOWN MERCHANT AS PER CUSTOMER STATEMENT.,Closed,,P1,Email,,,0,
CBK0001692,TXN54083,USR37452,MCH4658,,,664.5,unauth txn,customer says transaction was not authorized.,REJECTED,,M,Call Center,,,0,
CBK0000389,TXN00015997,USR38082,MCH5891,,,,not done by me,Customer says amount was debited twice.,PENDING_BANK,,Low,IVR,,,0,
CBK0001599,TXN00018048,45408,MCH4590,,,,Service Not Provided,Customer complaint text unclear due to poor call center notes.,PENDING_BANK,,H,CHATBOT,,,0,
CBK0000152,TXN56695,USR13925,MCH6810,,,-3475.46,UNAUTHORISED,Suspicious high-value payment disputed by customer.,Open,2026-04-13 11:00:46,P1,Email,,,1,
CBK0001688,TXN00015571,USR42338,MCH6498,,,722.56,login compromised,Merchant service was not delivered after payment.,CLOSED,,P3,Call Center,,,0,
CBK0002187,TXN00007012,USR73010,MCH4473,2026-01-01,,,customer issue,Payment made to unknown merchant as per customer statement.,Closed,,HIGH,App,,,0,
CBK0001704,TXN00005100,USR11419,MCH1320,,,-3671.61,account hacked,User reports money deducted but merchant denies receiving payment.,In Progress,,Low,chatbot,,,0,
CBK0002113,TXN00002480,USR12658,MCH3815,,,,fraud,Merchant service was not delivered after payment.,REJECTED,,High,CHATBOT,,,1,
CBK0001594,TXN00004839,USR23350,MCH9444,,,,Merchant Not Delivered,customer says amount was debited twice.,Closed,2026-04-24 21:10:57,H,chatbot,,,0,
CBK0000893,TXN00017214,USR89151,MCH7710,,,-1267.1,FRAUD,User reports money deducted but merchant denies receiving payment.,PENDING_BANK,,P3,Email,,,1,
CBK0002372,TXN37348,USR79864,MCH6026,,,2069.0,extra amount deducted,Customer says transaction was not authorized.,Open,,MEDIUM,chatbot,,,0,
CBK0002491,TXN00019091,USR41955,MCH3954,,,,no service,User reports money deducted but merchant denies receiving payment.,In Progress,,P3,Email,,,0,
CBK0000133,TXN00011403,USR18453,9291,2026-01-14,,3000.84,customer issue,Suspicious high-value payment disputed by customer.,Open,2026-02-17 16:25:35,High,Call Center,,,0,
CBK0002280,TXN00002173,USR47525,MCH1015,,,856.42,Wrong Amount,Merchant service was not delivered after payment.,PENDING_BANK,2026-03-15 22:02:04,Low,Branch,,,0,
CBK0002322,TXN00009493,USR71348,MCH1425,,,,no service,user claims account was compromised before transaction.,Resolved,,Medium,ivr,,,0,
CBK0002139,TXN00012172,USR85655,MCH2375,,,,Fraud Suspected,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,Rejected,,Low,App,,,1,
CBK0001864,,USR51310,MCH8220,,,,scam,Merchant service was not delivered after payment.,Closed,,P4,CHATBOT,,,0,
CBK0002285,TXN00005474,USR53527,MCH4473,,,271.69,customer issue,User claims account was compromised before transaction.,CLOSED,,MEDIUM,IVR,,,0,
CBK0000840,TXN00018717,USR16257,MCH3019,,,4563.14,Service Not Provided,User claims account was compromised before transaction.,PENDING_BANK,,P4,ivr,,,0,
CBK0000783,,USR96677,MCH2556,,,4726.95,Account Takeover,User says UPI PIN was not entered by them.,Closed,,MEDIUM,CHATBOT,,,0,
CBK0002629,TXN00010196,USR41172,MCH4588,,,,Fraud Suspected,User says UPI PIN was not entered by them.,Rejected,,P2,ivr,,,1,
CBK0001589,TXN88540,USR96555,MCH2757,,,221.01,scam,Merchant service was not delivered after payment.,Rejected,,High,ivr,,,0,
CBK0000809,TXN00013144,USR51720,MCH9790,,,688.92,unauth txn,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,Pending Bank,,H,Call Center,,,0,
CBK0000654,TXN00013810,USR50022,MCH5980,2026-03-07,,,ATO,complaint received after multiple failed attempts.,Closed,,P4,IVR,,,0,
CBK0001614,TXN00017424,USR36509,MCH1316,2026-02-18,,9374.52,merchant service issue,customer says transaction was not authorized.,PENDING_BANK,,M,CHATBOT,,,0,
CBK0000291,TXN00003485,USR79977,MCH3900,,,,item not received,User reports money deducted but merchant denies receiving payment.,OPEN,,P4,Branch,,,0,
CBK0002114,TXN00004014,USR25900,MCH4717,,,,item not received,Customer complaint text unclear due to poor call center notes. urgent,Resolved,2026-04-17 22:25:36,HIGH,CHATBOT,,,0,
CBK0000739,TXN00017315,USR29561,MCH5980,,,704.73,login compromised,User says UPI PIN was not entered by them.,In Progress,2026-01-24 06:45:30,High,ivr,,,0,
CBK0002251,TXN00017472,USR79175,MCH4488,,,,Customer Dispute,Suspicious high-value payment disputed by customer.,RESOLVED,,CRIT,IVR,,,0,
CBK0001438,TXN00008449,22964,MCH2194,,2026-03-26,,customer issue,Complaint received after multiple failed attempts. urgent,Resolved,,P3,App,,,0,2026-03-26
CBK0001884,TXN00019164,USR22644,MCH9648,,,,suspicious transaction,suspicious high-value payment disputed by customer.,WIP,,P4,CHATBOT,,,0,
CBK0001771,TXN00011619,USR17315,MCH2722,,,-893.52,service failed,Merchant service was not delivered after payment. call dropped,In Progress,,LOW,Email,,,0,
CBK0001406,TXN00010864,USR66856,MCH7459,,,2891.42,Unauthorized Transaction,Customer complaint text unclear due to poor call center notes. pls check asap,Open,2026-04-20 04:34:25,P1,CHATBOT,,,1,
CBK0001268,TXN00004622,USR97580,MCH1348,,,1330.95,item not received,Merchant service was not delivered after payment.,Rejected,,M,IVR,,,0,
CBK0001693,TXN00009578,USR55777,MCH8533,2026-02-01,,5287.35,incorrect amount,complaint received after multiple failed attempts.,CLOSED,,M,App,,,0,
CBK0002368,TXN00004923,USR50207,MCH8391,,,,extra amount deducted,Merchant service was not delivered after payment.,CLOSED,,P4,ivr,,,0,
CBK0000452,TXN00002107,USR52224,MCH4529,,,6251.19,service failed,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,Rejected,,HIGH,IVR,,,0,
CBK0001628,TXN00008857,USR61151,MCH4796,,,5937.26,Duplicate Debit,Payment made to unknown merchant as per cust statement.,Rejected,2026-04-04 09:53:18,P4,Call Center,,,0,
CBK0000543,TXN00001593,USR30157,MCH9787,,,,not delivered,User claims account was compromised before transaction.,Pending Bank,,H,Call Center,,,0,
CBK0002740,TXN00013424,USR71939,MCH4819,,,3989.1,item not received,User reports money deducted but merchant denies receiving payment.,PENDING_BANK,,LOW,CHATBOT,,,0,
CBK0001471,TXN00003290,USR25087,MCH3815,,2026-03-09,991.51,not delivered,Customer complaint text unclear due to poor call center notes. NA,CLOSED,,H,Email,,,0,2026-03-09
CBK0001808,TXN00004140,USR30844,MCH8779,,,,complaint,User says UPI PIN was not entered by them.,WIP,,CRIT,Branch,,,0,
CBK0002225,TXN00011962,USR12961,MCH8953,,,,unauth txn,Payment made to unknown merchant as per customer statement.,CLOSED,,L,IVR,,,0,
CBK0000353,TXN00017372,USR56234,MCH7986,,,,not done by me,Customer complaint text unclear due to poor call center notes.,Rejected,,H,IVR,,,0,
CBK0002065,TXN00010646,USR10669,MCH3100,2026-01-27,,-5027.32,Wrong Amount,Customer says transaction was not authorized. NA,In Progress,,CRIT,ivr,,,0,
CBK0000833,TXN00007902,USR66726,MCH6087,2026-02-26,,,DUP_DEBIT,Merchant service was not delivered after payment. NA,IN_PROGRESS,,High,IVR,,,0,
CBK0002388,TXN00018528,USR77072,MCH5954,,,,account hacked,Complaint received after multiple failed attempts.,RESOLVED,,M,IVR,,,0,
CBK0001420,TXN00010436,USR26201,MCH9908,,,509.15,delivery issue,User says UPI PIN was not entered by them.,Rejected,,P3,ivr,,,0,
CBK0001795,TXN00017402,USR78513,MCH4226,,,,login compromised,Complaint received after multiple failed attempts.,REJECTED,2026-02-11 00:47:03,P4,ivr,,,0,
CBK0001315,TXN00005438,USR68023,MCH5877,2026-02-16,,1581.74,extra amount deducted,Merchant service was not delivered after payment. urgent,Open,,H,Branch,,,0,
CBK0000115,TXN00000541,USR20121,MCH8779,,,,complaint,Customer says amount was debited twice.,Resolved,,L,Email,,,0,
CBK0000627,TXN00003619,USR39542,MCH7650,,2026-03-22,-4189.62,amount mismatch,suspicious high-value payment disputed by customer.,OPEN,,P3,Call Center,,,0,2026-03-22
CBK0000510,TXN00007774,USR73010,MCH1407,2026-03-07,2026-03-09,1443.57,unauthorized_transaction,User claims account was compromised before txn.,Rejected,,P3,ivr,48.0,,1,2026-03-09
CBK0001979,TXN00007772,USR77274,MCH7833,,,1320.83,incorrect amount,Customer complaint text unclear due to poor call center notes.,Pending Bank,2026-04-17 10:47:26,CRIT,IVR,,,0,
CBK0001738,TXN00010457,USR59679,MCH9291,2026-03-05,2026-03-06,2161.39,fraud,Merchant service was not delivered after payment.,Open,2026-03-17 18:20:16,P1,Call Center,24.0,282.3377777777778,1,2026-03-06
CBK0002680,TXN00009041,USR82433,MCH4594,,,865.19,charged twice,User says UPI PIN was not entered by them.,Open,,P4,Email,,,0,
CBK0001521,TXN00010065,51069,MCH8953,,,,Merchant Not Delivered,user reports money deducted but merchant denies receiving payment.,Closed,,L,chatbot,,,0,
CBK0000013,TXN00019943,USR42818,MCH6838,,,,customer issue,User says UPI PIN was not entered by them. call dropped,In Progress,,P4,App,,,0,
CBK0002262,TXN88490,USR30627,MCH2594,,,4274.13,merchant service issue,User reports money deducted but merchant denies receiving payment. NA,WIP,,High,chatbot,,,0,
CBK0000718,TXN00011539,USR60803,MCH7874,,,,unauthorized_transaction,customer complaint text unclear due to poor call center notes.,In Progress,,HIGH,chatbot,,,1,
CBK0000446,TXN00010750,USR17864,MCH4002,,,,delivery issue,Payment made to unknown merchant as per customer statement.,Rejected,,P3,Call Center,,,0,
CBK0000258,TXN00017642,USR41056,MCH9394,,,,customer issue,Customer says amount was debited twice.,RESOLVED,,H,chatbot,,,0,
CBK0000449,TXN00007492,USR66286,MCH2383,,,,complaint,Merchant service was not delivered after payment.,Open,,L,App,,,0,
CBK0000486,TXN00002729,USR58335,MCH6810,,,1526.62,Wrong Amount,Payment made to unknown merchant as per customer statement.,In Progress,,L,Call Center,,,0,
CBK0000888,TXN00015372,USR10047,6850,2026-02-12,,,amount mismatch,PAYMENT MADE TO UNKNOWN MERCHANT AS PER CUSTOMER STATEMENT.,Pending Bank,,P1,chatbot,,,0,
CBK0000711,TXN00015632,USR47206,MCH3217,,,,complaint,User says UPI PIN was not entered by them.,IN_PROGRESS,2026-04-01 23:17:35,Low,Branch,,,0,
CBK0001690,TXN00011230,USR60327,MCH9976,,,-2395.8,complaint,Complaint received after multiple failed attempts.,IN_PROGRESS,,Low,chatbot,,,0,
CBK0001395,TXN00016017,USR47363,MCH9787,,,-849.31,dispute raised,User claims account was compromised before transaction.,OPEN,,P2,CHATBOT,,,0,
CBK0002728,TXN00014794,USR60133,MCH9291,,,975.44,Customer Dispute,Payment made to unknown merchant as per customer statement.,In Progress,,MEDIUM,CHATBOT,,,0,
CBK0001237,TXN00015341,USR87558,MCH4264,,,6901.63,item not received,Complaint received after multiple failed attempts.,PENDING_BANK,,CRITICAL,ivr,,,0,
CBK0002749,TXN00019208,USR22131,MCH6084,,,,Customer Dispute,Suspicious high-value payment disputed by customer.,REJECTED,,M,chatbot,,,0,
CBK0001101,TXN00002219,USR11618,MCH1518,2026-03-15,,,item not received,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,Open,,P2,chatbot,,,0,
CBK0000963,TXN00003306,USR42884,MCH8953,,,,Duplicate Debit,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,,P3,Email,,,0,
CBK0000772,TXN00010034,USR25196,MCH1320,2026-01-06,,,dispute raised,Customer says amount was debited twice.,Open,,CRITICAL,CHATBOT,,,0,
CBK0002005,,USR66391,MCH8391,,,1171.4,no service,customer says amount was debited twice.,RESOLVED,,L,chatbot,,,0,
CBK0000345,TXN00007052,USR24877,MCH7863,,,,dispute raised,Payment made to unknown merchant as per customer statement.,PENDING_BANK,,L,CHATBOT,,,0,
CBK0000194,TXN00009105,USR80813,MCH3548,,,,delivery issue,Customer complaint text unclear due to poor call center notes.,Rejected,,Low,App,,,0,
CBK0002591,TXN00004763,USR40127,MCH4473,,,,double debit,Customer says transaction was not authorized.,Pending Bank,,M,chatbot,,,0,
CBK0001957,TXN00009699,64159,MCH2134,,,,Duplicate Debit,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,In Progress,,H,CHATBOT,,,0,
CBK0000922,TXN00018185,USR61372,MCH8331,2026-02-27,,,Service Not Provided,user reports money deducted but merchant denies receiving payment.,Open,,P1,Email,,,0,
CBK0000118,TXN00008970,USR64312,MCH2858,,,450.63,suspicious transaction,Payment made to unknown merchant as per customer statement.,Closed,,Low,ivr,,,0,
CBK0002416,TXN00007831,USR38240,MCH6533,,,,account hacked,Suspicious high-value payment disputed by customer.,OPEN,2026-01-28 08:46:41,P4,Email,,,0,
CBK0000075,TXN00014086,USR84007,MCH8154,,2026-03-25,,scam,User reports money deducted but merchant denies receiving payment.,Resolved,,M,App,,,0,2026-03-25
CBK0001584,TXN00016151,USR53727,MCH3815,,,,login compromised,Merchant service was not delivered after payment.,WIP,,LOW,Call Center,,,0,
CBK0001958,TXN00018222,USR46902,MCH5561,,,,merchant service issue,Customer complaint text unclear due to poor call center notes.,Closed,,P4,Branch,,,0,
CBK0001192,,USR17450,MCH6659,,,,fraud,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,Rejected,2026-04-30 20:19:34,LOW,IVR,,,1,
CBK0002096,TXN00008557,USR89656,MCH4345,,,,FRAUD,Payment made to unknown merchant as per customer statement.,Rejected,,H,chatbot,,,1,
CBK0000989,TXN00012972,USR33348,MCH5173,,,,unauth txn,Customer says amount was debited twice.,Resolved,,P1,ivr,,,0,
CBK0002306,TXN00008650,USR32641,MCH1565,2026-02-18,,1166.57,not delivered,user claims account was compromised before transaction.,OPEN,,P3,chatbot,,,0,
CBK0001387,TXN00008870,USR26871,MCH3687,,,,unauthorized_transaction,Suspicious high-value payment disputed by customer.,REJECTED,,Medium,chatbot,,,1,
CBK0000996,TXN00000021,USR22644,MCH4473,,,,dispute raised,Complaint received after multiple failed attempts. pls check asap,Rejected,,P4,chatbot,,,0,
CBK0001421,TXN00015594,USR50434,MCH6889,,,,Account Takeover,Customer complaint text unclear due to poor call center notes.,Open,,L,Email,,,0,
CBK0000238,TXN00008222,USR40061,MCH2274,,,4360.22,dispute raised,User reports money deducted but merchant denies receiving payment.,In Progress,,L,App,,,0,
CBK0001241,TXN00019245,USR99206,MCH4590,,,,suspicious transaction,Customer complaint text unclear due to poor call center notes.,Closed,,Medium,Branch,,,0,
CBK0000558,TXN00006037,USR26658,MCH7509,,2026-02-14,739.74,dispute raised,user reports money deducted but merchant denies receiving payment.,Closed,,P4,Email,,,0,2026-02-14
CBK0001977,TXN00000225,USR94159,MCH5655,2026-03-07,,666.0,complaint,Payment made to unknown merchant as per customer statement.,RESOLVED,,HIGH,Branch,,,0,
CBK0000076,TXN00001158,USR27355,MCH5963,,,,no service,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,REJECTED,,L,ivr,,,0,
CBK0002083,TXN00014640,USR17657,MCH2822,,,,no service,Suspicious high-value payment disputed by customer. NA,Closed,2026-04-03 14:05:27,P4,Email,,,0,
CBK0001948,TXN00014225,USR73728,MCH8953,,2026-02-18,,UNAUTHORISED,Payment made to unknown merchant as per customer statement.,OPEN,,MEDIUM,Call Center,,,1,2026-02-18
CBK0002583,TXN00016902,USR33856,MCH4131,,,1595.05,unauthorized_transaction,Customer says amount was debited twice.,Pending Bank,,LOW,Branch,,,1,
CBK0002069,TXN00019571,23992,MCH5315,,,,unauthorized_transaction,User claims account was compromised before transaction.,Open,,M,Branch,,,1,
CBK0000924,TXN00003076,USR28031,MCH8603,,,,customer issue,User says UPI PIN was not entered by them.,PENDING_BANK,,MEDIUM,App,,,0,
CBK0002449,TXN00010509,USR57946,MCH4966,,,,service failed,Suspicious high-value payment disputed by customer.,Open,,M,ivr,,,0,
CBK0000169,TXN84777,USR83541,MCH9196,,,-1091.87,FRAUD,Payment made to unknown merchant as per customer statement.,OPEN,,M,App,,,1,
CBK0001675,TXN00007698,USR30500,MCH1290,2026-03-25,,1746.55,DUP_DEBIT,Merchant service was not delivered after payment.,Resolved,,Medium,Branch,,,0,
CBK0002129,TXN00005777,USR99787,MCH8779,2026-03-05,,891.95,FRAUD,Customer says amount was debited twice.,OPEN,,P2,Call Center,,,1,
CBK0000286,TXN00017361,62049,MCH6810,,2026-02-11,1755.45,Unauthorized Transaction,user claims account was compromised before transaction.,IN_PROGRESS,,Low,IVR,,,1,2026-02-11
CBK0002438,TXN00006364,USR79500,MCH2963,2026-02-17,,2678.39,Merchant Not Delivered,Complaint received after multiple failed attempts.,Closed,,LOW,Email,,,0,
CBK0002365,TXN00000567,USR77716,MCH2387,,,,scam,suspicious high-value payment disputed by customer.,OPEN,,P4,CHATBOT,,,0,
CBK0002224,TXN00008421,USR39089,MCH2822,,,964.56,Unauthorized Transaction,User claims account was compromised before transaction.,CLOSED,,P4,Call Center,,,1,
CBK0000686,TXN00000850,USR54783,8420,2026-01-23,,,UNAUTHORISED,Customer says txn was not authorized.,PENDING_BANK,,P3,Branch,,,1,
